의도(Intent),개체명(NER),언어(Language),키워드(Keyword),타이틀(Title),설명(Description),질문(Query),답변(Answer),답변이미지
정의,B_LV1,C,atof,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,atol,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,문자열 소문자,문자열 대소문자 변환,문자열 대문자 소문자 대소문자 변환 tolower toupper,{B_LV1}에 대해 알려줘,"toupper, tolower : 인수 전달된 문자를 소문자 or 대문자로 변환.

#include <ctype.h> <- 선언 필요
toupper(char);     // 영문자를 대문자로 변환함.
tolower(char);     // 영문자를 소문자로 변환함. ",
정의,B_LV1,C,문자열 대문자,,,{B_LV1}에 대해 알려줘,"toupper, tolower : 인수 전달된 문자를 소문자 or 대문자로 변환.

#include <ctype.h> <- 선언 필요
toupper(char);     // 영문자를 대문자로 변환함.
tolower(char);     // 영문자를 소문자로 변환함. ",
정의,B_LV1,C,문자열 바꾸기,,,{B_LV1}에 대해 알려줘,"toupper, tolower : 인수 전달된 문자를 소문자 or 대문자로 변환.

#include <ctype.h> <- 선언 필요
toupper(char);     // 영문자를 대문자로 변환함.
tolower(char);     // 영문자를 소문자로 변환함. ",
정의,B_LV1,C,toupper,,,{B_LV1}에 대해 알려줘,"toupper, tolower : 인수 전달된 문자를 소문자 or 대문자로 변환.

#include <ctype.h> <- 선언 필요
toupper(char);     // 영문자를 대문자로 변환함.
tolower(char);     // 영문자를 소문자로 변환함. ",
정의,B_LV1,C,tolower,,,{B_LV1}에 대해 알려줘,"toupper, tolower : 인수 전달된 문자를 소문자 or 대문자로 변환.

#include <ctype.h> <- 선언 필요
toupper(char);     // 영문자를 대문자로 변환함.
tolower(char);     // 영문자를 소문자로 변환함. ",
정의,B_LV1,C,포인터,포인터,포인터 정의 변수 초기화 개념 이유 사용,{B_LV1}에 대해 알려줘,"포인터는 C언어의 꽃이자 초심자 분들이 정말로 싫어하는 주제입니다.
포인터란 메모리의 주소값을 저장하는 변수를 의미합니다. char 변수가 문자값을 저장하고 int 형 변수가 정수값을 저장하는 것처럼 포인터 변수는 주소값을 저장합니다. 이름에도 알 수 있듯이 주소를 포인트하는 값이라고 이해하시면 될 것 같습니다.

int n = 5;
int *p = &n;

위의 코드 처럼 포인터 * 연산자를 통해서 포인터 변수를 선언할 수 있습니다. 또한 어떠한 변수 앞에 & 연산자를 붙이면 그 변수의 주소값을 가르키게 됩니다. 즉, 위 코드에서 우리는 n이라는 정수형 변수를 5로 초기화하고 p라는 포인터 형 변수가 n이라는 변수의 주소값을 가르키게 한 것 입니다. 이때 * 연산자를 주소 연산자라고 하고, * 연산자를 참조 연산자라고 합니다.

위에서도 설명했듯 C언어에서 포인터는 정말 아름다운 개념입니다. 프로그래머가 주소값까지 직접 접근할 수 있다는 것은 치명적인 단점이 될 수도 있지만, 프로그램의 깊숙한 메모리까지 설정할 수 있다는 뜻이기도 합니다.

참조
http://tcpschool.com/c/c_pointer_intro
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271954/%ED%8F%AC%EC%9D%B8%ED%84%B0%EB%9E%80",
정의,B_LV1,C,포인터 변수,,,{B_LV1}에 대해 알려줘,"포인터는 C언어의 꽃이자 초심자 분들이 정말로 싫어하는 주제입니다.
포인터란 메모리의 주소값을 저장하는 변수를 의미합니다. char 변수가 문자값을 저장하고 int 형 변수가 정수값을 저장하는 것처럼 포인터 변수는 주소값을 저장합니다. 이름에도 알 수 있듯이 주소를 포인트하는 값이라고 이해하시면 될 것 같습니다.

int n = 5;
int *p = &n;

위의 코드 처럼 포인터 * 연산자를 통해서 포인터 변수를 선언할 수 있습니다. 또한 어떠한 변수 앞에 & 연산자를 붙이면 그 변수의 주소값을 가르키게 됩니다. 즉, 위 코드에서 우리는 n이라는 정수형 변수를 5로 초기화하고 p라는 포인터 형 변수가 n이라는 변수의 주소값을 가르키게 한 것 입니다. 이때 * 연산자를 주소 연산자라고 하고, * 연산자를 참조 연산자라고 합니다.

위에서도 설명했듯 C언어에서 포인터는 정말 아름다운 개념입니다. 프로그래머가 주소값까지 직접 접근할 수 있다는 것은 치명적인 단점이 될 수도 있지만, 프로그램의 깊숙한 메모리까지 설정할 수 있다는 뜻이기도 합니다.

참조
http://tcpschool.com/c/c_pointer_intro
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271954/%ED%8F%AC%EC%9D%B8%ED%84%B0%EB%9E%80",
정의,B_LV1,C,포인터 초기화,,,{B_LV1}에 대해 알려줘,"포인터는 C언어의 꽃이자 초심자 분들이 정말로 싫어하는 주제입니다.
포인터란 메모리의 주소값을 저장하는 변수를 의미합니다. char 변수가 문자값을 저장하고 int 형 변수가 정수값을 저장하는 것처럼 포인터 변수는 주소값을 저장합니다. 이름에도 알 수 있듯이 주소를 포인트하는 값이라고 이해하시면 될 것 같습니다.

int n = 5;
int *p = &n;

위의 코드 처럼 포인터 * 연산자를 통해서 포인터 변수를 선언할 수 있습니다. 또한 어떠한 변수 앞에 & 연산자를 붙이면 그 변수의 주소값을 가르키게 됩니다. 즉, 위 코드에서 우리는 n이라는 정수형 변수를 5로 초기화하고 p라는 포인터 형 변수가 n이라는 변수의 주소값을 가르키게 한 것 입니다. 이때 * 연산자를 주소 연산자라고 하고, * 연산자를 참조 연산자라고 합니다.

위에서도 설명했듯 C언어에서 포인터는 정말 아름다운 개념입니다. 프로그래머가 주소값까지 직접 접근할 수 있다는 것은 치명적인 단점이 될 수도 있지만, 프로그램의 깊숙한 메모리까지 설정할 수 있다는 뜻이기도 합니다.

참조
http://tcpschool.com/c/c_pointer_intro
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271954/%ED%8F%AC%EC%9D%B8%ED%84%B0%EB%9E%80",
정의,B_LV1,C,포인터 정의,,,{B_LV1}에 대해 알려줘,"포인터는 C언어의 꽃이자 초심자 분들이 정말로 싫어하는 주제입니다.
포인터란 메모리의 주소값을 저장하는 변수를 의미합니다. char 변수가 문자값을 저장하고 int 형 변수가 정수값을 저장하는 것처럼 포인터 변수는 주소값을 저장합니다. 이름에도 알 수 있듯이 주소를 포인트하는 값이라고 이해하시면 될 것 같습니다.

int n = 5;
int *p = &n;

위의 코드 처럼 포인터 * 연산자를 통해서 포인터 변수를 선언할 수 있습니다. 또한 어떠한 변수 앞에 & 연산자를 붙이면 그 변수의 주소값을 가르키게 됩니다. 즉, 위 코드에서 우리는 n이라는 정수형 변수를 5로 초기화하고 p라는 포인터 형 변수가 n이라는 변수의 주소값을 가르키게 한 것 입니다. 이때 * 연산자를 주소 연산자라고 하고, * 연산자를 참조 연산자라고 합니다.

위에서도 설명했듯 C언어에서 포인터는 정말 아름다운 개념입니다. 프로그래머가 주소값까지 직접 접근할 수 있다는 것은 치명적인 단점이 될 수도 있지만, 프로그램의 깊숙한 메모리까지 설정할 수 있다는 뜻이기도 합니다.

참조
http://tcpschool.com/c/c_pointer_intro
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271954/%ED%8F%AC%EC%9D%B8%ED%84%B0%EB%9E%80",
정의,B_LV1,C,포인터 개념,,,{B_LV1}에 대해 알려줘,"포인터는 C언어의 꽃이자 초심자 분들이 정말로 싫어하는 주제입니다.
포인터란 메모리의 주소값을 저장하는 변수를 의미합니다. char 변수가 문자값을 저장하고 int 형 변수가 정수값을 저장하는 것처럼 포인터 변수는 주소값을 저장합니다. 이름에도 알 수 있듯이 주소를 포인트하는 값이라고 이해하시면 될 것 같습니다.

int n = 5;
int *p = &n;

위의 코드 처럼 포인터 * 연산자를 통해서 포인터 변수를 선언할 수 있습니다. 또한 어떠한 변수 앞에 & 연산자를 붙이면 그 변수의 주소값을 가르키게 됩니다. 즉, 위 코드에서 우리는 n이라는 정수형 변수를 5로 초기화하고 p라는 포인터 형 변수가 n이라는 변수의 주소값을 가르키게 한 것 입니다. 이때 * 연산자를 주소 연산자라고 하고, * 연산자를 참조 연산자라고 합니다.

위에서도 설명했듯 C언어에서 포인터는 정말 아름다운 개념입니다. 프로그래머가 주소값까지 직접 접근할 수 있다는 것은 치명적인 단점이 될 수도 있지만, 프로그램의 깊숙한 메모리까지 설정할 수 있다는 뜻이기도 합니다.

참조
http://tcpschool.com/c/c_pointer_intro
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271954/%ED%8F%AC%EC%9D%B8%ED%84%B0%EB%9E%80",
정의,B_LV1,C,포인터 이유,,,{B_LV1}에 대해 알려줘,"포인터는 C언어의 꽃이자 초심자 분들이 정말로 싫어하는 주제입니다.
포인터란 메모리의 주소값을 저장하는 변수를 의미합니다. char 변수가 문자값을 저장하고 int 형 변수가 정수값을 저장하는 것처럼 포인터 변수는 주소값을 저장합니다. 이름에도 알 수 있듯이 주소를 포인트하는 값이라고 이해하시면 될 것 같습니다.

int n = 5;
int *p = &n;

위의 코드 처럼 포인터 * 연산자를 통해서 포인터 변수를 선언할 수 있습니다. 또한 어떠한 변수 앞에 & 연산자를 붙이면 그 변수의 주소값을 가르키게 됩니다. 즉, 위 코드에서 우리는 n이라는 정수형 변수를 5로 초기화하고 p라는 포인터 형 변수가 n이라는 변수의 주소값을 가르키게 한 것 입니다. 이때 * 연산자를 주소 연산자라고 하고, * 연산자를 참조 연산자라고 합니다.

위에서도 설명했듯 C언어에서 포인터는 정말 아름다운 개념입니다. 프로그래머가 주소값까지 직접 접근할 수 있다는 것은 치명적인 단점이 될 수도 있지만, 프로그램의 깊숙한 메모리까지 설정할 수 있다는 뜻이기도 합니다.

참조
http://tcpschool.com/c/c_pointer_intro
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271954/%ED%8F%AC%EC%9D%B8%ED%84%B0%EB%9E%80",
정의,B_LV1,C,포인터 사용,,,{B_LV1}에 대해 알려줘,"포인터는 C언어의 꽃이자 초심자 분들이 정말로 싫어하는 주제입니다.
포인터란 메모리의 주소값을 저장하는 변수를 의미합니다. char 변수가 문자값을 저장하고 int 형 변수가 정수값을 저장하는 것처럼 포인터 변수는 주소값을 저장합니다. 이름에도 알 수 있듯이 주소를 포인트하는 값이라고 이해하시면 될 것 같습니다.

int n = 5;
int *p = &n;

위의 코드 처럼 포인터 * 연산자를 통해서 포인터 변수를 선언할 수 있습니다. 또한 어떠한 변수 앞에 & 연산자를 붙이면 그 변수의 주소값을 가르키게 됩니다. 즉, 위 코드에서 우리는 n이라는 정수형 변수를 5로 초기화하고 p라는 포인터 형 변수가 n이라는 변수의 주소값을 가르키게 한 것 입니다. 이때 * 연산자를 주소 연산자라고 하고, * 연산자를 참조 연산자라고 합니다.

위에서도 설명했듯 C언어에서 포인터는 정말 아름다운 개념입니다. 프로그래머가 주소값까지 직접 접근할 수 있다는 것은 치명적인 단점이 될 수도 있지만, 프로그램의 깊숙한 메모리까지 설정할 수 있다는 뜻이기도 합니다.

참조
http://tcpschool.com/c/c_pointer_intro
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271954/%ED%8F%AC%EC%9D%B8%ED%84%B0%EB%9E%80",
정의,B_LV1,C,&,주소 연산자,& 주소연산자,{B_LV1}에 대해 알려줘,"C언어에서 &은 주소 연산자입니다. 특정 변수 앞에 &연산자를 붙이게 되면, 해당 변수의 주소값을 가르키게 됩니다. 우리가 흔히 쓰는 scanf 함수를 살펴보겠습니다.

int n;
scanf(""%d"",&n);

우리는 관습적으로 주소 연산자를 scanf를 사용해왔습니다. scanf 함수에서는 두번째 인자로 변수의 주소값을 넘겨주면 그 변수의 주소로 가서 입력값을 변수로 초기화해주는 기능을 하는 것입니다.",
정의,B_LV1,C,주소 연산자,,,{B_LV1}에 대해 알려줘,"C언어에서 &은 주소 연산자입니다. 특정 변수 앞에 &연산자를 붙이게 되면, 해당 변수의 주소값을 가르키게 됩니다. 우리가 흔히 쓰는 scanf 함수를 살펴보겠습니다.

int n;
scanf(""%d"",&n);

우리는 관습적으로 주소 연산자를 scanf를 사용해왔습니다. scanf 함수에서는 두번째 인자로 변수의 주소값을 넘겨주면 그 변수의 주소로 가서 입력값을 변수로 초기화해주는 기능을 하는 것입니다.",
정의,B_LV1,C,*,참조 연산자,* 참조 연산자,{B_LV1}에 대해 알려줘,"포인터에서 *은 참조 연산자입니다.

int *p = &n;

다음과 같이 변수 앞에 참조 연산자를 붙이면 포인터 변수로 선언을 할 수 있습니다.

int n = 5;
int *p = &n;
printf(""%d"",p);        // 1
printf(""%d"",*p);       // 2

1번에서 p를 프린트하게 되면 p는 포인터이기때문에 n의 주소를 가르키됩니다.
2번에서 *p를 프린트하게 되면 p가 가르키는 주소의 변수 값을 반환합니다. 즉, 5를 출력할 것 입니다.

참조
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271951/%EC%B0%B8%EC%A1%B0-%EC%97%B0%EC%82%B0%EC%9E%90
",
정의,B_LV1,C,참조 연산자,,,{B_LV1}에 대해 알려줘,"포인터에서 *은 참조 연산자입니다.

int *p = &n;

다음과 같이 변수 앞에 참조 연산자를 붙이면 포인터 변수로 선언을 할 수 있습니다.

int n = 5;
int *p = &n;
printf(""%d"",p);        // 1
printf(""%d"",*p);       // 2

1번에서 p를 프린트하게 되면 p는 포인터이기때문에 n의 주소를 가르키됩니다.
2번에서 *p를 프린트하게 되면 p가 가르키는 주소의 변수 값을 반환합니다. 즉, 5를 출력할 것 입니다.

참조
https://khu.goorm.io/learn/lecture/201/%ED%95%9C-%EB%88%88%EC%97%90-%EB%81%9D%EB%82%B4%EB%8A%94-c%EC%96%B8%EC%96%B4-%EA%B8%B0%EC%B4%88/lesson/1271951/%EC%B0%B8%EC%A1%B0-%EC%97%B0%EC%82%B0%EC%9E%90
",
정의,B_LV1,C,null 포인터,NULL 포인터,NULL null 포인터,{B_LV1}에 대해 알려줘,"포인터는 선언함과 동시에 초기화하는 것이 일반적입니다. 하지만 그것이 불가능한 상황에서 보통 NULL 포인터로 초기화하는 것이 권장됩니다.

Int *p = NULL;

이 때의 NULL을 NULL 포인터라고 하며 초기화된 p 포인터는 아무것도 없는 주소를 가르키게 됩니다. 이렇게 NULL 포인터를 가르키게 하는 것이 권장되는 이유는 포인터를 초기화하지 않고 이용하면서 잘못된 주소를 가르키되면 여러가지 오류가 발생할 수 있기 때문입니다.",
정의,B_LV1,C,NULL 포인터,,,{B_LV1}에 대해 알려줘,"포인터는 선언함과 동시에 초기화하는 것이 일반적입니다. 하지만 그것이 불가능한 상황에서 보통 NULL 포인터로 초기화하는 것이 권장됩니다.

Int *p = NULL;

이 때의 NULL을 NULL 포인터라고 하며 초기화된 p 포인터는 아무것도 없는 주소를 가르키게 됩니다. 이렇게 NULL 포인터를 가르키게 하는 것이 권장되는 이유는 포인터를 초기화하지 않고 이용하면서 잘못된 주소를 가르키되면 여러가지 오류가 발생할 수 있기 때문입니다.",
정의,B_LV1,C,포인터 장점,포인터 장단점,포인터 장점 단점 장단점 이유 사용 이유 필요 이유,{B_LV1}에 대해 알려줘,"C언어 초심자분들 어렵기만한 포인터를 왜쓰는지 의아하실겁니다.
포인터는 프로그래머가 주소에 직접적으로 접근할 수 있게끔 만들어줍니다. 프로그래머들은 이러한 주소값을 통해서 변수를 직접적으로 제어할 수 있고 마음대로 응용할 수 있습니다.

포인터의 장점
복잡한 자료구조를 효율적으로 처리할 수 있고 메모리 공간을 효율적으로 사용할 수 있게 됩니다. 
또한 배열이나 문자열을 편리하게 다룰 수 있으며 힙 영역(동적 할당 메모리 영역)에 접근 및 조작이 용이해집니다.

포인터 단점
주소에 직접적으로 접근한다는 것은 프로그램에게 매우 치명적인 행동이 될 수 있습니다. 그렇기 때문에 포인터를 적절하게 활용하기 위해서 연습이 요구됩니다.

참조 : https://oper6210.tistory.com/160",
정의,B_LV1,C,포인터 단점,,,{B_LV1}에 대해 알려줘,"C언어 초심자분들 어렵기만한 포인터를 왜쓰는지 의아하실겁니다.
포인터는 프로그래머가 주소에 직접적으로 접근할 수 있게끔 만들어줍니다. 프로그래머들은 이러한 주소값을 통해서 변수를 직접적으로 제어할 수 있고 마음대로 응용할 수 있습니다.

포인터의 장점
복잡한 자료구조를 효율적으로 처리할 수 있고 메모리 공간을 효율적으로 사용할 수 있게 됩니다. 
또한 배열이나 문자열을 편리하게 다룰 수 있으며 힙 영역(동적 할당 메모리 영역)에 접근 및 조작이 용이해집니다.

포인터 단점
주소에 직접적으로 접근한다는 것은 프로그램에게 매우 치명적인 행동이 될 수 있습니다. 그렇기 때문에 포인터를 적절하게 활용하기 위해서 연습이 요구됩니다.

참조 : https://oper6210.tistory.com/160",
정의,B_LV1,C,포인터 이유,,,{B_LV1}에 대해 알려줘,"C언어 초심자분들 어렵기만한 포인터를 왜쓰는지 의아하실겁니다.
포인터는 프로그래머가 주소에 직접적으로 접근할 수 있게끔 만들어줍니다. 프로그래머들은 이러한 주소값을 통해서 변수를 직접적으로 제어할 수 있고 마음대로 응용할 수 있습니다.

포인터의 장점
복잡한 자료구조를 효율적으로 처리할 수 있고 메모리 공간을 효율적으로 사용할 수 있게 됩니다. 
또한 배열이나 문자열을 편리하게 다룰 수 있으며 힙 영역(동적 할당 메모리 영역)에 접근 및 조작이 용이해집니다.

포인터 단점
주소에 직접적으로 접근한다는 것은 프로그램에게 매우 치명적인 행동이 될 수 있습니다. 그렇기 때문에 포인터를 적절하게 활용하기 위해서 연습이 요구됩니다.

참조 : https://oper6210.tistory.com/160",
정의,B_LV1,C,포인터 사용 이유,,,{B_LV1}에 대해 알려줘,"C언어 초심자분들 어렵기만한 포인터를 왜쓰는지 의아하실겁니다.
포인터는 프로그래머가 주소에 직접적으로 접근할 수 있게끔 만들어줍니다. 프로그래머들은 이러한 주소값을 통해서 변수를 직접적으로 제어할 수 있고 마음대로 응용할 수 있습니다.

포인터의 장점
복잡한 자료구조를 효율적으로 처리할 수 있고 메모리 공간을 효율적으로 사용할 수 있게 됩니다. 
또한 배열이나 문자열을 편리하게 다룰 수 있으며 힙 영역(동적 할당 메모리 영역)에 접근 및 조작이 용이해집니다.

포인터 단점
주소에 직접적으로 접근한다는 것은 프로그램에게 매우 치명적인 행동이 될 수 있습니다. 그렇기 때문에 포인터를 적절하게 활용하기 위해서 연습이 요구됩니다.

참조 : https://oper6210.tistory.com/160",
정의,B_LV1,C,포인터 필요 이유,,,{B_LV1}에 대해 알려줘,"C언어 초심자분들 어렵기만한 포인터를 왜쓰는지 의아하실겁니다.
포인터는 프로그래머가 주소에 직접적으로 접근할 수 있게끔 만들어줍니다. 프로그래머들은 이러한 주소값을 통해서 변수를 직접적으로 제어할 수 있고 마음대로 응용할 수 있습니다.

포인터의 장점
복잡한 자료구조를 효율적으로 처리할 수 있고 메모리 공간을 효율적으로 사용할 수 있게 됩니다. 
또한 배열이나 문자열을 편리하게 다룰 수 있으며 힙 영역(동적 할당 메모리 영역)에 접근 및 조작이 용이해집니다.

포인터 단점
주소에 직접적으로 접근한다는 것은 프로그램에게 매우 치명적인 행동이 될 수 있습니다. 그렇기 때문에 포인터를 적절하게 활용하기 위해서 연습이 요구됩니다.

참조 : https://oper6210.tistory.com/160",
